seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
virus--Bacilli_gi_418613544||full	1.000	0.207	1.000	dsDNAphage	42060	19	92.400	0.000
virus--Bacilli_gi_420163024-321145-357961||full	1.000	0.033	1.000	dsDNAphage	36767	13	75.500	2.000
virus--Bacilli_gi_486239304-221791-266903||full	1.000	0.213	1.000	dsDNAphage	45063	12	92.300	0.000
virus--Bacilli_gi_487391726-156879-202206||full	0.993	0.160	0.993	dsDNAphage	45302	12	87.500	0.000
virus--Bacilli_gi_487401372-996664-1040581||full	1.000	0.153	1.000	dsDNAphage	43892	12	90.300	0.000
virus--Bacilli_gi_488002700-5909-46744||full	1.000	0.073	1.000	dsDNAphage	40786	20	76.700	1.700
virus--Bacilli_gi_501975299||full	1.000	0.007	1.000	dsDNAphage	28435	4	45.700	2.200
virus--Bacilli_gi_510812190-57883-106086||full	0.993	0.153	0.993	dsDNAphage	48154	12	90.300	0.000
virus--Bacilli_gi_532358222-1459948-1506272||full	0.993	0.140	0.993	dsDNAphage	46299	11	80.600	0.000
virus--Bacilli_gi_565802818||full	0.980	0.100	0.980	dsDNAphage	14623	5	70.800	8.300
virus--Clostridia_gi_440782432-39828-81041||full	0.980	0.060	0.980	dsDNAphage	41164	10	66.700	2.000
virus--Clostridia_gi_545043797||full	0.973	0.013	0.973	dsDNAphage	59856	10	57.500	4.600
virus--Clostridia_gi_547240599||full	1.000	0.033	1.000	dsDNAphage	59099	8	59.400	5.900
virus--Clostridia_gi_553726179||full	0.953	0.000	0.953	dsDNAphage	37794	7	38.600	13.600
virus--Fusobacteriia_gi_545623867||full	0.993	0.020	0.993	dsDNAphage	41594	13	48.100	2.500
virus--Gammaproteobacteria_gi_147673035-689119-722678||full	1.000	0.007	1.000	dsDNAphage	33510	15	58.500	9.400
virus--Gammaproteobacteria_gi_16445223-1861227-1930146||full	0.987	0.020	0.987	dsDNAphage	68894	21	72.700	17.200
virus--Gammaproteobacteria_gi_260866153-1183559-1243643||full	0.993	0.013	0.993	dsDNAphage	60035	6	70.700	6.100
virus--Gammaproteobacteria_gi_311277332-1953685-1996496||full	0.993	0.013	0.993	dsDNAphage	42762	15	71.900	7.000
virus--Gammaproteobacteria_gi_334126447-1347522-1396523||full	1.000	0.053	1.000	dsDNAphage	48952	16	84.500	1.400
virus--Gammaproteobacteria_gi_359437531-10149-70077||full	0.940	0.000	0.940	dsDNAphage	52343	7	37.000	28.800
virus--Gammaproteobacteria_gi_416610812-0-51238||full	0.987	0.040	0.987	dsDNAphage	51237	11	78.300	4.800
virus--Gammaproteobacteria_gi_417290554-1118500-1161762||full	0.980	0.013	0.980	dsDNAphage	43213	10	79.700	5.100
virus--Gammaproteobacteria_gi_420041508-1155-43536||full	1.000	0.020	1.000	dsDNAphage	42332	10	74.600	7.900
virus--Gammaproteobacteria_gi_420304586-92390-123907||full	1.000	0.047	1.000	dsDNAphage	31468	22	81.400	2.300
virus--Gammaproteobacteria_gi_420329369||full	1.000	0.060	1.000	dsDNAphage	42113	17	89.700	1.500
virus--Gammaproteobacteria_gi_423040825-2199041-2258545||full	0.993	0.000	0.993	dsDNAphage	59455	7	67.600	6.800
virus--Gammaproteobacteria_gi_425089767-2720807-2769840||full	1.000	0.027	1.000	dsDNAphage	48984	9	62.500	6.200
virus--Gammaproteobacteria_gi_429793817-43490-90893||full	1.000	0.013	1.000	dsDNAphage	47354	18	63.800	17.200
virus--Gammaproteobacteria_gi_440285501-2544032-2595326||full	0.993	0.007	0.993	dsDNAphage	51269	19	70.000	7.100
virus--Gammaproteobacteria_gi_445412859||full	1.000	0.007	1.000	dsDNAphage	41662	6	42.400	5.100
virus--Gammaproteobacteria_gi_452699756-905094-965490||full	1.000	0.013	1.000	dsDNAphage	60347	7	83.800	4.400
virus--Gammaproteobacteria_gi_452704131-0-49186||full	1.000	0.080	1.000	dsDNAphage	49159	10	60.900	4.300
virus--Gammaproteobacteria_gi_476380484-123980-194322||full	1.000	0.020	1.000	dsDNAphage	70318	11	68.600	10.800
virus--Gammaproteobacteria_gi_485970391-23858-58961||full	1.000	0.020	1.000	dsDNAphage	35054	17	86.500	5.800
virus--Gammaproteobacteria_gi_487359072-182447-227299||full	1.000	0.027	1.000	dsDNAphage	44803	17	80.600	2.800
virus--Gammaproteobacteria_gi_510912669-0-41050||full	1.000	0.007	1.000	dsDNAphage	41023	12	75.900	5.600
virus--Gammaproteobacteria_gi_520904383||full	1.000	0.027	1.000	dsDNAphage	42521	7	64.400	1.700
virus--Gammaproteobacteria_gi_545173045-1342470-1383753||full	1.000	0.040	1.000	dsDNAphage	41234	8	80.600	1.600
virus--Gammaproteobacteria_gi_545242698-2172511-2206234||full	1.000	0.213	1.000	dsDNAphage	33674	21	78.600	0.000
virus--Gammaproteobacteria_gi_545285924-269109-314362||full	0.987	0.007	0.987	dsDNAphage	45204	14	73.200	14.300
virus--Gammaproteobacteria_gi_545297393-268107-342825||full	0.967	0.013	0.967	dsDNAphage	74669	6	59.400	10.100
virus--Gammaproteobacteria_gi_553750975-172914-222509||full	1.000	0.040	1.000	dsDNAphage	49546	10	69.100	4.400
virus--Gammaproteobacteria_gi_553760403-1889527-1959861||full	0.973	0.033	0.973	dsDNAphage	70285	5	60.000	4.000
virus--Gammaproteobacteria_gi_553770258||full	0.980	0.033	0.980	dsDNAphage	50212	11	60.900	14.100
virus--Gammaproteobacteria_gi_555573616-230306-268689||full	1.000	0.033	1.000	dsDNAphage	38334	17	88.100	3.400
virus--Gammaproteobacteria_gi_555592580-864112-895521||full	1.000	0.033	1.000	dsDNAphage	31360	21	82.500	2.500
virus--Gammaproteobacteria_gi_565892570-18220-47673||full	1.000	0.087	1.000	dsDNAphage	29404	12	82.900	0.000
virus--Gammaproteobacteria_gi_565893125-27522-69886||full	1.000	0.160	1.000	dsDNAphage	42315	18	93.100	0.000
virus--Gammaproteobacteria_gi_566138364-524829-566195||full	0.993	0.013	0.993	dsDNAphage	41317	10	81.500	3.700
bacteria--NZ_AAWE01000150.1||full	0.707	0.007	0.707	dsDNAphage	5593	0	44.400	11.100
bacteria--NZ_GG692858.1||full	0.993	0.013	0.993	dsDNAphage	18023	10	65.200	4.300
bacteria--NZ_GG669023.1||full	1.000	0.007	1.000	dsDNAphage	29158	4	46.700	2.200
bacteria--NZ_AALC02000111.1||full	0.647	0.833	0.833	ssDNA	2967	0	75.000	0.000
bacteria--NZ_ABHQ01000061.1||full	1.000	0.987	1.000	dsDNAphage	3082	4	100.000	0.000
bacteria--NZ_ABHW01000109.1||full	0.960	0.240	0.960	dsDNAphage	3149	0	66.700	0.000
bacteria--NZ_ABLK01000489.1||full	0.547	0.000	0.547	dsDNAphage	2876	0	40.000	20.000
bacteria--NZ_AETX01000212.1||full	0.727	0.047	0.727	dsDNAphage	4832	0	62.500	12.500
bacteria--NZ_AETY01000109.1||full	0.633	0.020	0.633	dsDNAphage	4415	0	57.100	42.900
bacteria--NZ_AETZ01000030.1||full	1.000	0.127	1.000	dsDNAphage	3571	6	85.700	14.300
bacteria--NZ_AEUA01000014.1||full	0.893	0.007	0.893	dsDNAphage	2955	2	66.700	33.300
bacteria--NZ_ADZY03000243.1||full	0.993	0.933	0.993	dsDNAphage	3918	1	57.100	0.000
bacteria--NZ_ADUQ01000021.1||full	0.980	0.653	0.980	dsDNAphage	5183	0	100.000	0.000
bacteria--NZ_AERR01000031.1||full	0.827	0.040	0.827	dsDNAphage	10031	0	75.000	18.800
bacteria--NZ_AGHE01000227.1||full	0.667	0.840	0.840	ssDNA	2762	0	50.000	0.000
bacteria--NZ_AESY01000063.1||full	0.940	0.000	0.940	dsDNAphage	175397	41	44.300	29.500
bacteria--NZ_AIFA01000004.1||full	0.540	0.000	0.540	dsDNAphage	16465	0	40.000	30.000
bacteria--NZ_AIGU01000006.1||full	0.953	0.000	0.953	dsDNAphage	59488	4	40.300	29.200
bacteria--NZ_AIMJ01000034.1||full	0.947	0.007	0.947	dsDNAphage	20818	4	40.000	20.000
bacteria--NZ_AGJS01000026.1||full	0.507	0.007	0.507	dsDNAphage	18516	0	62.500	4.200
bacteria--NZ_AJSC01000034.1||full	0.607	0.653	0.653	ssDNA	5386	2	50.000	0.000
bacteria--NZ_AJSD01000118.1||full	0.607	0.653	0.653	ssDNA	5386	2	50.000	0.000
bacteria--NZ_AJVQ01000113.1||full	0.867	0.000	0.867	dsDNAphage	82060	16	29.400	49.000
bacteria--NZ_AJVS01000061.1||full	0.907	0.027	0.907	dsDNAphage	6122	0	46.200	23.100
bacteria--NZ_AJVW01000085.1||full	0.960	0.007	0.960	dsDNAphage	3777	2	50.000	25.000
bacteria--NZ_JH697471.1||full	0.860	0.080	0.860	dsDNAphage	6131	0	63.600	27.300
bacteria--NZ_JH699264.1||full	1.000	0.073	1.000	dsDNAphage	16013	10	85.700	9.500
bacteria--NZ_JH699626.1||full	0.980	0.167	0.980	dsDNAphage	8893	0	88.200	0.000
bacteria--NZ_JH702701.1||full	0.993	0.640	0.993	dsDNAphage	6955	7	90.000	0.000
bacteria--NZ_JH707263.1||full	1.000	0.607	1.000	dsDNAphage	5916	3	80.000	0.000
bacteria--NZ_ALIW01000047.1||full	0.993	0.413	0.993	dsDNAphage	6915	7	69.200	0.000
bacteria--NZ_JH810247.1||full	0.980	0.267	0.980	dsDNAphage	3619	0	22.200	0.000
bacteria--NZ_JH813445.1||full	0.993	0.540	0.993	dsDNAphage	10972	9	71.400	0.000
bacteria--NZ_AMIQ01000096.1||full	0.993	0.380	0.993	dsDNAphage	11074	0	30.400	0.000
bacteria--NZ_JH942748.1||full	1.000	0.480	1.000	dsDNAphage	7165	4	90.900	0.000
bacteria--NZ_JH943186.1||full	0.800	0.093	0.800	dsDNAphage	5705	0	70.000	30.000
bacteria--NZ_JH945041.1||full	0.793	0.100	0.793	dsDNAphage	5685	0	63.600	27.300
bacteria--NZ_JH952020.1||full	0.773	0.787	0.787	ssDNA	3816	0	57.100	0.000
bacteria--NZ_JH952334.1||full	0.960	0.980	0.980	ssDNA	2926	0	40.000	0.000
bacteria--NZ_JH952638.1||full	1.000	0.627	1.000	dsDNAphage	5880	3	80.000	0.000
bacteria--NZ_JH952797.1||full	0.980	0.893	0.980	dsDNAphage	3513	0	100.000	0.000
bacteria--NZ_JH964016.1||full	1.000	0.440	1.000	dsDNAphage	6138	7	100.000	0.000
bacteria--NZ_JH964243.1||full	0.913	0.147	0.913	dsDNAphage	3830	0	66.700	11.100
bacteria--NZ_JH961531.1||full	0.913	0.000	0.913	dsDNAphage	41557	6	41.300	23.900
bacteria--NZ_JH960373.1||full	0.853	0.053	0.853	dsDNAphage	5715	0	60.000	30.000
bacteria--NZ_JH970912.1||full	0.987	0.900	0.987	dsDNAphage	6587	0	83.300	0.000
bacteria--NZ_AMED02000053.1||full	0.993	0.040	0.993	dsDNAphage	19767	11	85.700	9.500
bacteria--NZ_AMED02000026.1||full	0.800	0.027	0.800	dsDNAphage	4883	0	55.600	22.200
bacteria--NZ_CALF01000169.1||full	0.567	0.000	0.567	dsDNAphage	3563	0	28.600	14.300
bacteria--NZ_KB006516.1||full	1.000	0.020	1.000	dsDNAphage	19552	11	76.900	11.500
bacteria--NZ_KB002726.1||full	0.967	0.000	0.967	dsDNAphage	57564	17	47.000	19.700
bacteria--NZ_CALE01000446.1||full	0.833	0.120	0.833	dsDNAphage	3883	2	50.000	0.000
bacteria--NZ_ADRL01000902.1||full	1.000	0.000	1.000	dsDNAphage	17899	7	70.400	7.400
bacteria--NZ_ADRL01000684.1||full	0.640	0.440	0.640	dsDNAphage	6029	0	50.000	0.000
bacteria--NZ_ADSM01001006.1||full	0.807	0.953	0.953	ssDNA	2129	0	100.000	0.000
bacteria--NZ_ANYE01000125.1||full	1.000	0.680	1.000	dsDNAphage	6838	6	75.000	0.000
bacteria--NZ_AHAV01000137.1||full	0.920	0.013	0.920	dsDNAphage	10681	0	52.400	23.800
bacteria--NZ_AHAU01000028.1||full	1.000	0.093	1.000	dsDNAphage	6817	9	90.900	9.100
bacteria--NZ_AQDY01000025.1||full	1.000	0.020	1.000	dsDNAphage	5547	4	80.000	20.000
bacteria--NZ_AQEF01000039.1||full	0.967	0.053	0.967	dsDNAphage	3359	3	75.000	25.000
bacteria--NZ_AQBF01000155.1||full	0.767	0.900	0.900	ssDNA	2899	0	100.000	0.000
bacteria--NZ_AQBM01000126.1||full	0.573	0.053	0.573	dsDNAphage	6183	0	50.000	30.000
bacteria--NZ_AQBQ01000127.1||full	0.827	0.087	0.827	dsDNAphage	2769	1	66.700	33.300
bacteria--NZ_AQAG01000044.1||full	0.973	0.933	0.973	dsDNAphage	3513	3	75.000	0.000
bacteria--NZ_AQBW01000013.1||full	0.860	0.000	0.860	dsDNAphage	38076	1	40.000	28.900
bacteria--NZ_AQCD01000061.1||full	1.000	0.047	1.000	dsDNAphage	16548	12	90.500	4.800
bacteria--NZ_APXS01000125.1||full	1.000	0.027	1.000	dsDNAphage	24600	12	72.700	18.200
bacteria--NZ_CASI01000140.1||full	0.700	0.800	0.800	ssDNA	3084	0	100.000	0.000
bacteria--NZ_CARW01000205.1||full	1.000	0.027	1.000	dsDNAphage	3072	2	66.700	33.300
bacteria--NZ_CARL01000071.1||full	0.833	0.000	0.833	dsDNAphage	50340	6	28.600	49.000
bacteria--NZ_AOQR01000134.1||full	0.947	0.140	0.947	dsDNAphage	3398	2	50.000	0.000
bacteria--NZ_AQAM01000137.1||full	1.000	0.020	1.000	dsDNAphage	23221	13	88.900	3.700
bacteria--NZ_AQPR01000573.1||full	0.980	0.000	0.980	dsDNAphage	9713	3	40.000	13.300
bacteria--NZ_APVO01000040.1||full	0.993	0.147	0.993	dsDNAphage	10948	5	47.100	0.000
bacteria--NZ_KE375410.1||full	1.000	0.567	1.000	dsDNAphage	5264	6	100.000	0.000
bacteria--NZ_KE376193.1||full	0.947	0.013	0.947	dsDNAphage	17850	3	59.100	22.700
bacteria--NZ_ATWO01000004.1||full	0.527	0.073	0.527	dsDNAphage	3987	0	75.000	25.000
bacteria--NZ_KE386918.1||full	0.947	0.027	0.947	dsDNAphage	32835	18	62.000	18.000
bacteria--NZ_AIAG01000235.1||full	0.820	0.020	0.820	dsDNAphage	6960	0	35.700	28.600
bacteria--NZ_AIAI01000079.1||full	0.840	0.000	0.840	dsDNAphage	95731	17	29.300	45.700
bacteria--NZ_AICF01000189.1||full	0.980	0.913	0.980	dsDNAphage	3989	0	71.400	0.000
bacteria--NZ_CBMU010000246.1||full	0.900	0.040	0.900	dsDNAphage	9199	0	46.700	6.700
bacteria--NZ_AVQU01000043.1||full	0.940	0.227	0.940	dsDNAphage	7065	0	88.900	0.000
bacteria--NZ_AVQZ01000069.1||full	0.960	0.067	0.960	dsDNAphage	2946	1	60.000	20.000
bacteria--NZ_AVRP01000084.1||full	0.800	0.067	0.800	dsDNAphage	4373	0	62.500	12.500
bacteria--NZ_AVRJ01000066.1||full	0.753	0.027	0.753	dsDNAphage	4787	0	55.600	22.200
bacteria--NZ_AVSK01000080.1||full	0.973	0.147	0.973	dsDNAphage	3247	1	66.700	16.700
bacteria--NZ_AVOU01000116.1||full	0.947	0.480	0.947	dsDNAphage	4753	0	57.100	0.000
bacteria--NZ_AWQD01000027.1||full	1.000	0.073	1.000	dsDNAphage	7555	6	80.000	10.000
bacteria--NZ_ATKA01000078.1||full	1.000	0.300	1.000	dsDNAphage	9223	7	92.300	0.000
bacteria--NZ_AYQK01000001.1||full	0.880	0.000	0.880	dsDNAphage	202682	15	29.300	36.600
bacteria--NZ_AYQT01000001.1||full	0.880	0.000	0.880	dsDNAphage	115688	11	31.900	26.700
bacteria--NZ_AYQY01000173.1||full	0.907	0.167	0.907	dsDNAphage	3643	0	33.300	0.000
bacteria--NZ_AZBZ01000491.1||full	0.993	0.120	0.993	dsDNAphage	3189	5	83.300	16.700
bacteria--NZ_BAHT02000257.1||full	0.960	0.067	0.960	dsDNAphage	3850	1	42.900	28.600
bacteria--NZ_AYGM01000021.1||full	0.960	0.067	0.960	dsDNAphage	5371	1	75.000	25.000
bacteria--NZ_AYFQ01000030.1||full	0.993	0.020	0.993	dsDNAphage	28478	7	47.800	4.300
bacteria--NZ_JACX01000038.1||full	0.773	0.040	0.773	dsDNAphage	8465	0	23.100	0.000
bacteria--NZ_HF923568.1||full	0.607	0.320	0.607	dsDNAphage	8334	0	21.400	0.000
bacteria--NZ_HF923581.1||full	0.993	0.300	0.993	dsDNAphage	5444	1	58.300	0.000
bacteria--NZ_HF928905.1||full	0.980	0.647	0.980	dsDNAphage	4027	1	50.000	0.000
bacteria--NZ_KI978654.1||full	0.907	0.267	0.907	dsDNAphage	6074	0	66.700	0.000
bacteria--NZ_KI988813.1||full	0.980	0.287	0.980	dsDNAphage	8100	0	82.400	0.000
bacteria--NZ_KI989728.1||full	0.987	0.000	0.987	dsDNAphage	24494	1	63.400	17.100
bacteria--NZ_KI997179.1||full	0.907	0.313	0.907	dsDNAphage	5202	0	76.900	0.000
bacteria--NZ_KK003348.1||full	0.967	0.820	0.967	dsDNAphage	3364	3	100.000	0.000
bacteria--NZ_KK003653.1||full	1.000	0.607	1.000	dsDNAphage	10980	12	100.000	0.000
bacteria--NZ_KK011023.1||full	1.000	0.747	1.000	dsDNAphage	5425	4	100.000	0.000
bacteria--NZ_AZMO01000001.1||full	0.820	0.000	0.820	dsDNAphage	259364	4	19.000	16.300
bacteria--NZ_KK021198.1||full	0.873	0.000	0.873	dsDNAphage	138605	12	41.400	23.000
bacteria--NZ_AZQI01000106.1||full	1.000	0.440	1.000	dsDNAphage	5296	2	85.700	0.000
bacteria--NZ_KK065965.1||full	0.900	0.007	0.900	dsDNAphage	54554	11	53.800	15.400
bacteria--NZ_KK066311.1||full	0.993	0.847	0.993	dsDNAphage	4352	0	100.000	0.000
bacteria--NZ_KK072998.1||full	0.893	0.000	0.893	dsDNAphage	62908	2	41.900	20.300
bacteria--NZ_JFDZ01000057.1||full	0.980	0.027	0.980	dsDNAphage	9677	5	62.500	18.700
bacteria--NZ_KK075186.1||full	0.980	0.033	0.980	dsDNAphage	44586	19	67.300	15.400
bacteria--NZ_KK075634.1||full	0.980	0.313	0.980	dsDNAphage	8414	0	70.600	0.000
bacteria--NZ_JGBV01000085.1||full	0.993	0.133	0.993	dsDNAphage	6441	4	75.000	16.600
bacteria--NZ_JGBE01000074.1||full	1.000	0.967	1.000	dsDNAphage	4315	2	71.400	0.000
bacteria--NZ_JGAL01000116.1||full	0.927	0.287	0.927	dsDNAphage	3551	1	83.300	16.700
bacteria--NZ_JEVL01000006.1||full	0.840	0.000	0.840	dsDNAphage	172010	13	36.000	27.500
bacteria--NZ_JGCT01000148.1||full	1.000	0.087	1.000	dsDNAphage	33126	1	82.900	2.900
bacteria--NZ_JGDE01000028.1||full	0.887	0.013	0.887	dsDNAphage	3668	1	40.000	20.000
bacteria--NZ_JGDI01000767.1||full	0.960	0.867	0.960	dsDNAphage	11390	0	68.800	0.000
bacteria--NZ_JHCU01000178.1||full	0.933	0.007	0.933	dsDNAphage	4082	1	28.600	14.300
bacteria--NZ_AMMV01000368.1||full	0.993	0.080	0.993	dsDNAphage	21629	2	85.000	2.500
bacteria--NZ_JHGN01000060.1||full	1.000	0.467	1.000	dsDNAphage	11375	4	90.900	0.000
bacteria--NZ_JHLL01000223.1||full	0.793	0.347	0.793	dsDNAphage	4448	0	33.300	0.000
bacteria--NZ_JHLG01000002.1||full	1.000	0.213	1.000	dsDNAphage	19162	1	84.800	0.000
bacteria--NZ_JHLG01000135.1||full	0.987	0.093	0.987	dsDNAphage	7828	6	80.000	10.000
bacteria--NZ_JHNS01000154.1||full	0.840	0.887	0.887	ssDNA	3511	0	66.700	0.000
bacteria--NZ_JHJT01000093.1||full	0.933	0.300	0.933	dsDNAphage	3565	0	71.400	0.000
bacteria--NZ_JHJI01000119.1||full	0.967	0.320	0.967	dsDNAphage	4119	0	90.000	0.000
bacteria--NZ_JHHK01000087.1||full	0.747	0.007	0.747	dsDNAphage	7131	0	54.500	27.300
bacteria--NZ_JHHL01000087.1||full	0.953	0.173	0.953	dsDNAphage	8287	0	72.700	0.000
bacteria--NZ_JHGZ01000057.1||full	0.973	0.113	0.973	dsDNAphage	3638	5	71.400	14.300
bacteria--NZ_JJLN01000162.1||full	0.993	0.347	0.993	dsDNAphage	4605	3	75.000	0.000
bacteria--NZ_JMOW01000180.1||full	0.673	0.960	0.960	ssDNA	3224	0	50.000	0.000
bacteria--NZ_JIFJ01000030.1||full	1.000	0.440	1.000	dsDNAphage	8064	3	100.000	0.000
bacteria--NZ_JICB01000249.1||full	0.947	0.140	0.947	dsDNAphage	10220	0	55.000	0.000
bacteria--NZ_JNHG01000394.1||full	0.973	0.827	0.973	dsDNAphage	5288	0	66.700	0.000
bacteria--NZ_JNPX01000045.1||full	0.920	0.000	0.920	dsDNAphage	39121	1	41.500	22.600
bacteria--NZ_JNQN01000088.1||full	0.973	0.047	0.973	dsDNAphage	10002	6	66.700	22.200
bacteria--NZ_JOSS01000007.1||full	0.980	0.107	0.980	dsDNAphage	6776	0	91.700	8.300
bacteria--NZ_JFGN01000236.1||full	0.767	0.313	0.767	dsDNAphage	5121	0	40.000	0.000
bacteria--NZ_BBIY01000067.1||full	0.740	0.780	0.780	ssDNA	3921	1	28.600	0.000
bacteria--NZ_JNNJ01000071.1||full	1.000	0.160	1.000	dsDNAphage	3296	4	85.700	14.300
bacteria--NZ_ALNX01000055.1||full	0.933	0.000	0.933	dsDNAphage	35199	6	27.800	36.100
bacteria--NZ_JPUB01000378.1||full	0.887	0.000	0.887	dsDNAphage	32351	3	22.500	10.000
bacteria--NZ_JQIF01000072.1||full	0.987	0.027	0.987	dsDNAphage	39155	8	57.100	1.600
bacteria--NZ_JRHQ01000170.1||full	0.947	0.153	0.947	dsDNAphage	3990	0	55.600	11.100
bacteria--NZ_JDRZ01000078.1||full	0.933	0.240	0.933	dsDNAphage	12948	0	41.700	0.000
bacteria--NZ_JPJP01000045.1||full	0.847	0.000	0.847	dsDNAphage	10296	1	33.300	25.000
bacteria--NZ_JSGM01000034.1||full	0.987	0.967	0.987	dsDNAphage	3341	3	100.000	0.000
bacteria--NZ_JSLA01000002.1||full	0.953	0.427	0.953	dsDNAphage	3849	1	20.000	0.000
bacteria--NZ_JSLQ01000063.1||full	0.807	0.027	0.807	dsDNAphage	5632	0	41.700	16.700
bacteria--NZ_JSMK01000077.1||full	0.960	0.000	0.960	dsDNAphage	47811	11	39.300	26.800
bacteria--NZ_JSEU02000110.1||full	0.913	0.893	0.913	dsDNAphage	4099	0	57.100	0.000
bacteria--NZ_JTTZ01000019.1||full	0.820	0.000	0.820	dsDNAphage	114125	11	25.200	35.700
bacteria--NZ_JUDD01000069.1||full	1.000	0.113	1.000	dsDNAphage	4549	7	87.500	12.500
bacteria--NZ_JTKZ01000416.1||full	1.000	0.293	1.000	dsDNAphage	6999	9	90.000	0.000
bacteria--NZ_JUHZ01000055.1||full	0.940	0.040	0.940	dsDNAphage	5031	0	66.700	11.100
bacteria--NZ_JSDB01000029.1||full	0.967	0.913	0.967	dsDNAphage	3152	1	80.000	0.000
bacteria--NZ_JSDM01000025.1||full	1.000	0.027	1.000	dsDNAphage	30662	10	41.500	3.800
bacteria--NZ_JRHW01000039.1||full	1.000	0.073	1.000	dsDNAphage	21869	9	64.500	9.700
bacteria--NZ_JWHN01000075.1||full	0.887	0.000	0.887	dsDNAphage	193448	16	36.200	34.200
bacteria--NZ_JWXW03000162.1||full	0.967	0.080	0.967	dsDNAphage	8702	1	60.000	10.000
bacteria--NZ_JWYF03000098.1||full	0.993	0.560	0.993	dsDNAphage	10934	4	75.000	6.200
bacteria--NZ_JWXB03000079.1||full	0.953	0.387	0.953	dsDNAphage	10465	0	22.700	0.000
bacteria--NZ_JWXR03000099.1||full	1.000	0.067	1.000	dsDNAphage	32998	7	61.100	0.000
bacteria--NZ_JWZG01000027.1||full	0.927	0.000	0.927	dsDNAphage	38918	18	54.300	30.400
bacteria--NZ_CCHD01000034.1||full	0.900	0.000	0.900	dsDNAphage	65411	5	40.500	29.100
bacteria--NZ_CCID01000221.1||full	0.580	0.047	0.580	dsDNAphage	3693	0	80.000	20.000
bacteria--NZ_CCOF01000024.1||full	0.813	0.000	0.813	dsDNAphage	37195	2	28.600	17.900
bacteria--NZ_JSWJ01000037.1||full	0.947	0.147	0.947	dsDNAphage	3914	0	30.000	0.000
bacteria--NZ_CDQV01000276.1||full	1.000	0.020	1.000	dsDNAphage	16936	13	82.600	8.700
bacteria--NZ_LM995489.1||full	0.940	0.000	0.940	dsDNAphage	3272	2	50.000	50.000
bacteria--NZ_LM995490.1||full	0.773	0.827	0.827	ssDNA	3535	0	50.000	0.000
bacteria--NZ_CEEC01000017.1||full	0.893	0.000	0.893	dsDNAphage	132338	11	30.700	25.500
bacteria--NZ_CEHX01000014.1||full	0.920	0.000	0.920	dsDNAphage	66704	8	45.800	22.200
bacteria--NZ_CDVF01000013.1||full	0.940	0.000	0.940	dsDNAphage	93042	9	35.500	25.600
bacteria--NZ_CCBX01000781.1||full	0.800	0.120	0.800	dsDNAphage	3492	3	75.000	25.000
bacteria--NZ_CEJS01000067.1||full	0.913	0.060	0.913	dsDNAphage	8175	0	33.300	4.800
bacteria--NZ_CDRA01001286.1||full	0.993	0.900	0.993	dsDNAphage	3918	3	100.000	0.000
bacteria--NZ_CDRA01001308.1||full	0.973	0.200	0.973	dsDNAphage	3122	3	75.000	25.000
bacteria--NZ_JRJF01000023.1||full	0.813	0.000	0.813	dsDNAphage	193576	12	27.500	36.500
bacteria--NZ_JXWA01000061.1||full	0.860	0.200	0.860	dsDNAphage	8387	0	75.000	0.000
bacteria--NZ_JXWC01000070.1||full	0.900	0.140	0.900	dsDNAphage	16325	0	84.000	0.000
bacteria--NZ_JZJQ01000188.1||full	0.867	0.000	0.867	dsDNAphage	64445	4	29.600	23.500
bacteria--NZ_AMMN01000367.1||full	0.627	0.180	0.627	dsDNAphage	3682	0	12.500	0.000
bacteria--NZ_LACJ01000017.1||full	0.760	0.000	0.760	dsDNAphage	28585	0	38.500	30.800
bacteria--NZ_BANA01000578.1||full	0.880	0.413	0.880	dsDNAphage	2375	0	100.000	0.000
bacteria--NZ_BANI01000312.1||full	0.707	0.433	0.707	dsDNAphage	4880	0	37.500	0.000
bacteria--NZ_JZDV01000172.1||full	0.933	0.000	0.933	dsDNAphage	58777	6	46.000	24.000
bacteria--NZ_JZDV01000051.1||full	0.780	0.127	0.780	dsDNAphage	13950	0	75.000	0.000
bacteria--NZ_LART01000195.1||full	0.887	0.000	0.887	dsDNAphage	92762	18	43.200	32.600
bacteria--NZ_JZUZ01000028.1||full	0.560	0.000	0.560	dsDNAphage	140893	0	22.200	11.100
bacteria--NZ_JXNB01000001.1||full	0.920	0.000	0.920	dsDNAphage	35633	7	36.200	19.100
bacteria--NZ_JXNK01000006.1||full	0.680	0.107	0.680	dsDNAphage	9417	0	10.000	0.000
bacteria--NZ_LAHY01000271.1||full	0.560	0.153	0.560	dsDNAphage	5151	0	71.400	0.000
bacteria--NZ_LEDT02000007.1||full	0.887	0.007	0.887	dsDNAphage	89139	14	38.300	36.200
bacteria--NZ_LEED01000013.1||full	0.833	0.000	0.833	dsDNAphage	121735	6	27.900	36.900
bacteria--NZ_LDLG01000058.1||full	0.953	0.000	0.953	dsDNAphage	64223	9	58.100	14.900
bacteria--NZ_LDLG01000007.1||full	0.833	0.000	0.833	dsDNAphage	103279	6	32.400	30.400
bacteria--NZ_LEFG01000083.1||full	0.973	0.040	0.973	dsDNAphage	46250	9	60.000	7.300
bacteria--NZ_CAHM01000365.1||full	0.760	0.667	0.760	dsDNAphage	3802	0	57.100	0.000
