seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
NC_038983.1||full	0.580	1.000	1.000	ssDNA	2284	0	100.000	0.000
NC_040188.1||full	0.673	0.953	0.953	ssDNA	2210	0	66.700	0.000
NC_038985.1||full	0.860	0.993	0.993	ssDNA	2612	0	100.000	0.000
NC_038986.1||full	0.987	0.800	0.987	dsDNAphage	6553	0	66.700	0.000
NC_038987.1||full	0.920	0.853	0.920	dsDNAphage	6469	0	66.700	0.000
NC_038988.1||full	0.587	1.000	1.000	ssDNA	2278	0	100.000	0.000
NC_040189.1||full	0.607	1.000	1.000	ssDNA	1709	0	100.000	0.000
NC_038990.1||full	0.640	1.000	1.000	ssDNA	2281	0	100.000	0.000
NC_038991.1||full	0.453	1.000	1.000	ssDNA	2284	0	100.000	0.000
NC_040191.1||full	0.420	0.887	0.887	ssDNA	2178	0	66.700	0.000
NC_038992.1||full	0.660	0.980	0.980	ssDNA	2484	0	50.000	0.000
NC_038993.1||full	0.553	1.000	1.000	ssDNA	1029	1	50.000	0.000
NC_038994.1||full	0.873	0.993	0.993	ssDNA	2465	0	100.000	0.000
NC_039001.1||full	0.787	0.967	0.967	ssDNA	2465	0	100.000	0.000
NC_040192.1||full	0.607	1.000	1.000	ssDNA	1700	0	100.000	0.000
NC_039002.1||full	0.600	0.480	0.600	dsDNAphage	7983	0	50.000	0.000
NC_038892.1||full	0.327	1.000	1.000	ssDNA	1095	1	33.300	0.000
NC_039003.1||full	0.593	1.000	1.000	ssDNA	2308	0	100.000	0.000
NC_039236.1||full	0.847	0.147	0.847	dsDNAphage	10615	0	16.700	0.000
NC_039004.1||full	0.587	0.333	0.587	dsDNAphage	9030	0	50.000	0.000
NC_047946.1||full	1.000	0.200	1.000	dsDNAphage	41294	8	60.800	0.000
NC_047947.1||full	1.000	0.480	1.000	dsDNAphage	51596	15	77.900	0.000
NC_039005.1||full	0.527	0.780	0.780	ssDNA	3341	0	50.000	0.000
NC_039007.1||full	0.513	0.560	0.560	ssDNA	3399	0	25.000	0.000
NC_039011.1||full	0.547	0.493	0.547	dsDNAphage	6942	0	50.000	0.000
NC_039013.1||full	0.600	0.033	0.600	dsDNAphage	8753	0	16.700	0.000
NC_039015.1||full	0.893	0.133	0.893	dsDNAphage	15001	0	16.700	0.000
NC_039017.1||full	0.813	0.133	0.813	dsDNAphage	14668	0	16.700	0.000
NC_039018.1||full	0.753	0.093	0.753	dsDNAphage	14704	0	16.700	0.000
NC_039019.1||full	0.527	0.053	0.527	dsDNAphage	14650	0	14.300	0.000
NC_039020.1||full	0.627	0.260	0.627	dsDNAphage	10843	0	20.000	0.000
NC_039021.1||full	0.867	0.100	0.867	dsDNAphage	13129	0	12.500	0.000
NC_039022.1||full	0.687	0.320	0.687	dsDNAphage	10646	0	66.700	0.000
NC_039025.1||full	0.640	0.353	0.640	dsDNAphage	11181	0	83.300	0.000
NC_039026.1||full	0.653	0.280	0.653	dsDNAphage	11684	0	83.300	0.000
NC_039030.1||full	0.540	0.213	0.540	dsDNAphage	10996	0	50.000	0.000
NC_039032.1||full	0.547	0.173	0.547	dsDNAphage	39803	0	71.000	3.200
NC_044950.1||full	0.800	0.020	0.800	dsDNAphage	189168	1	47.100	2.400
NC_039033.1||full	0.493	0.987	0.987	ssDNA	1787	1	100.000	0.000
NC_039034.1||full	0.513	0.147	0.513	dsDNAphage	107313	0	65.400	0.000
NC_039036.1||full	0.713	0.747	0.747	ssDNA	7564	0	83.300	0.000
NC_039037.1||full	0.913	0.953	0.953	ssDNA	6707	0	100.000	0.000
NC_039040.1||full	0.827	0.720	0.827	dsDNAphage	6892	0	83.300	0.000
NC_039041.1||full	0.627	0.320	0.627	dsDNAphage	7305	0	71.400	0.000
NC_039042.1||full	0.880	0.967	0.967	ssDNA	6952	0	100.000	0.000
NC_003346.1||full	0.753	0.927	0.927	ssDNA	4387	0	100.000	0.000
NC_039043.1||full	0.533	0.907	0.907	ssDNA	2932	0	50.000	0.000
NC_039044.1||full	0.893	0.927	0.927	ssDNA	5063	0	100.000	0.000
NC_039045.1||full	0.813	0.780	0.813	dsDNAphage	4788	0	75.000	0.000
NC_039046.1||full	0.567	0.920	0.920	ssDNA	4994	0	75.000	0.000
NC_039047.1||full	0.800	0.913	0.913	ssDNA	4688	0	100.000	0.000
NC_039048.1||full	0.747	0.947	0.947	ssDNA	4711	0	100.000	0.000
NC_038895.1||full	0.773	0.993	0.993	ssDNA	4970	0	100.000	0.000
NC_039049.1||full	0.953	0.987	0.987	ssDNA	4421	0	100.000	0.000
NC_039050.1||full	0.700	0.960	0.960	ssDNA	4456	0	100.000	0.000
NC_043446.1||full	0.787	0.987	0.987	ssDNA	4281	0	66.700	0.000
NC_038898.1||full	0.887	0.920	0.920	ssDNA	4902	0	66.700	0.000
NC_039051.1||full	0.560	0.827	0.827	ssDNA	4757	0	75.000	0.000
NC_039052.1||full	0.707	0.740	0.740	ssDNA	4193	0	75.000	0.000
NC_039053.1||full	0.467	0.647	0.647	ssDNA	4825	0	50.000	0.000
NC_039055.1||full	0.447	1.000	1.000	ssDNA	2470	1	66.700	0.000
NC_039056.1||full	0.460	0.887	0.887	ssDNA	2444	1	66.700	0.000
NC_039057.1||full	0.393	0.993	0.993	ssDNA	2491	1	66.700	0.000
NC_039058.1||full	0.373	0.987	0.987	ssDNA	2454	0	66.700	0.000
NC_039059.1||full	0.540	0.993	0.993	ssDNA	2328	0	50.000	0.000
NC_039060.1||full	0.613	0.953	0.953	ssDNA	2457	0	50.000	0.000
NC_039061.1||full	0.747	0.913	0.913	ssDNA	2343	0	50.000	0.000
NC_039062.1||full	0.653	0.713	0.713	ssDNA	2370	0	20.000	0.000
NC_039063.1||full	0.587	0.967	0.967	ssDNA	2459	0	50.000	0.000
NC_039064.1||full	0.687	0.987	0.987	ssDNA	2564	1	50.000	0.000
NC_039065.1||full	0.667	0.993	0.993	ssDNA	2365	1	50.000	0.000
NC_039066.1||full	0.560	0.993	0.993	ssDNA	2581	1	50.000	0.000
NC_039067.1||full	0.647	0.980	0.980	ssDNA	2574	1	50.000	0.000
NC_039068.1||full	0.407	1.000	1.000	ssDNA	2444	1	66.700	0.000
NC_039069.1||full	0.407	1.000	1.000	ssDNA	2509	1	66.700	0.000
NC_039070.1||full	0.513	1.000	1.000	ssDNA	2600	1	50.000	0.000
NC_039071.1||full	0.580	1.000	1.000	ssDNA	2275	1	66.700	0.000
NC_039080.1||full	0.393	1.000	1.000	ssDNA	1295	1	50.000	0.000
NC_039239.1||full	0.460	1.000	1.000	ssDNA	1172	1	50.000	0.000
NC_039082.1||full	0.633	1.000	1.000	ssDNA	2399	0	75.000	0.000
NC_039084.1||full	0.500	1.000	1.000	ssDNA	948	1	50.000	0.000
NC_055739.1||full	1.000	0.220	1.000	dsDNAphage	172560	49	83.600	0.000
NC_052940.1||full	0.967	0.000	0.967	dsDNAphage	17038	4	41.700	8.300
NC_052932.1||full	0.973	0.007	0.973	dsDNAphage	17287	6	48.000	12.000
NC_054773.1||full	1.000	0.467	1.000	dsDNAphage	49248	19	88.400	0.000
NC_049384.1||full	1.000	0.153	1.000	dsDNAphage	160369	44	91.800	0.000
NC_047949.1||full	1.000	0.120	1.000	dsDNAphage	112496	13	50.300	0.000
NC_047950.1||full	0.987	0.100	0.987	dsDNAphage	114337	13	50.400	0.000
NC_039085.1||full	0.673	0.313	0.673	dsDNAphage	11552	0	83.300	0.000
NC_054809.1||full	1.000	0.360	1.000	dsDNAphage	51172	15	93.300	1.100
NC_051594.1||full	1.000	0.213	1.000	dsDNAphage	61626	10	71.900	1.100
NC_051695.1||full	1.000	0.473	1.000	dsDNAphage	56513	15	92.900	0.000
NC_039086.1||full	0.860	0.687	0.860	dsDNAphage	6759	0	100.000	0.000
NC_039087.1||full	0.887	0.687	0.887	dsDNAphage	2948	0	25.000	0.000
NC_061438.1||full	1.000	0.287	1.000	dsDNAphage	37138	15	94.600	0.000
NC_049919.1||full	0.987	0.020	0.987	dsDNAphage	61223	7	75.600	5.100
NC_055108.1||full	0.793	0.373	0.793	dsDNAphage	7464	0	50.000	0.000
NC_055744.1||full	1.000	0.360	1.000	dsDNAphage	151843	33	97.300	0.000
NC_055743.1||full	1.000	0.180	1.000	dsDNAphage	175729	45	63.200	0.300
NC_047954.1||full	0.993	0.087	0.993	dsDNAphage	46551	7	62.000	0.000
NC_047955.1||full	0.987	0.100	0.987	dsDNAphage	44892	7	66.000	0.000
NC_047956.1||full	1.000	0.213	1.000	dsDNAphage	46584	7	66.000	0.000
NC_047957.1||full	0.993	0.160	0.993	dsDNAphage	45755	7	68.800	0.000
NC_047958.1||full	1.000	0.193	1.000	dsDNAphage	42249	9	61.700	0.000
NC_047959.1||full	1.000	0.193	1.000	dsDNAphage	50351	15	92.500	0.000
NC_055740.1||full	1.000	0.380	1.000	dsDNAphage	170530	49	94.300	0.000
NC_055741.1||full	1.000	0.240	1.000	dsDNAphage	164312	47	95.400	0.000
NC_054904.1||full	1.000	0.293	1.000	dsDNAphage	165495	48	96.200	0.000
NC_055742.1||full	0.993	0.340	0.993	dsDNAphage	172378	50	93.600	0.000
NC_047960.1||full	1.000	0.200	1.000	dsDNAphage	49344	15	73.600	0.000
NC_042125.1||full	1.000	0.233	1.000	dsDNAphage	40191	11	58.700	0.000
NC_047961.1||full	1.000	0.167	1.000	dsDNAphage	39655	13	68.000	0.000
NC_047962.1||full	0.987	0.220	0.987	dsDNAphage	61761	22	62.500	0.000
NC_047963.1||full	0.980	0.100	0.980	dsDNAphage	39572	12	81.200	0.000
NC_048704.1||full	1.000	0.167	1.000	dsDNAphage	74419	5	53.200	0.000
NC_047964.1||full	1.000	0.187	1.000	dsDNAphage	38680	12	87.000	0.000
NC_054930.1||full	1.000	0.260	1.000	dsDNAphage	167801	48	94.400	0.000
NC_054931.1||full	1.000	0.187	1.000	dsDNAphage	163814	48	94.600	0.000
NC_051612.1||full	1.000	0.420	1.000	dsDNAphage	56898	12	83.900	0.000
NC_051647.1||full	1.000	0.213	1.000	dsDNAphage	57688	18	89.300	0.000
NC_051682.1||full	1.000	0.293	1.000	dsDNAphage	54246	16	95.600	0.000
NC_048705.1||full	1.000	0.300	1.000	dsDNAphage	57446	13	84.800	1.100
NC_055746.1||full	1.000	0.180	1.000	dsDNAphage	164695	42	97.000	0.000
NC_042126.1||full	1.000	0.180	1.000	dsDNAphage	40422	11	56.200	0.000
NC_042127.1||full	1.000	0.240	1.000	dsDNAphage	40548	11	59.700	0.000
NC_042128.1||full	0.987	0.000	0.987	dsDNAphage	114518	9	52.800	14.200
NC_048665.1||full	1.000	0.240	1.000	dsDNAphage	32649	10	79.200	0.000
NC_047967.1||full	1.000	0.167	1.000	dsDNAphage	42605	14	87.700	0.000
NC_054925.1||full	1.000	0.240	1.000	dsDNAphage	166072	45	95.100	0.000
NC_038913.1||full	0.707	0.980	0.980	ssDNA	2463	0	75.000	0.000
NC_043454.1||full	0.427	0.913	0.913	ssDNA	878	0	33.300	0.000
NC_043460.1||full	0.400	0.907	0.907	ssDNA	1007	0	50.000	0.000
NC_043465.1||full	0.687	0.760	0.760	ssDNA	2292	0	66.700	0.000
NC_052426.1||full	1.000	0.533	1.000	dsDNAphage	52289	23	93.200	0.000
NC_052451.1||full	1.000	0.467	1.000	dsDNAphage	50430	23	89.300	0.000
NC_051740.1||full	0.993	0.040	0.993	dsDNAphage	49752	14	64.800	5.600
NC_047972.1||full	0.993	0.073	0.993	dsDNAphage	38624	8	40.600	0.000
NC_047974.1||full	0.993	0.153	0.993	dsDNAphage	52749	10	47.700	1.200
NC_055745.1||full	0.993	0.020	0.993	dsDNAphage	52219	10	37.500	1.100
NC_042132.1||full	0.993	0.133	0.993	dsDNAphage	61547	14	81.300	2.700
NC_049929.1||full	1.000	0.040	1.000	dsDNAphage	41609	4	32.300	0.000
NC_051636.1||full	1.000	0.227	1.000	dsDNAphage	59210	16	90.400	1.000
NC_051641.1||full	1.000	0.507	1.000	dsDNAphage	54500	17	92.800	0.000
NC_051681.1||full	1.000	0.207	1.000	dsDNAphage	57966	16	91.000	1.000
NC_047976.1||full	1.000	0.120	1.000	dsDNAphage	52897	8	34.900	0.000
NC_054781.1||full	1.000	0.547	1.000	dsDNAphage	49322	18	88.400	0.000
NC_054680.1||full	1.000	0.220	1.000	dsDNAphage	50485	12	89.200	1.400
NC_047977.1||full	0.993	0.053	0.993	dsDNAphage	97753	8	22.300	0.000
NC_047978.1||full	1.000	0.113	1.000	dsDNAphage	52914	11	69.600	1.300
NC_047979.1||full	1.000	0.233	1.000	dsDNAphage	101501	14	94.600	0.000
NC_047980.1||full	1.000	0.120	1.000	dsDNAphage	39611	11	90.000	0.000
NC_052976.1||full	1.000	0.033	1.000	dsDNAphage	57278	14	52.900	0.000
NC_055720.1||full	1.000	0.173	1.000	dsDNAphage	166439	45	75.300	0.000
NC_047981.1||full	0.980	0.187	0.980	dsDNAphage	39623	15	80.000	0.000
NC_037667.1||full	0.760	0.067	0.760	dsDNAphage	2077245	0	47.100	0.000
NC_037657.1||full	0.560	0.300	0.560	dsDNAphage	5640	0	33.300	0.000
NC_037660.1||full	0.793	0.360	0.793	dsDNAphage	7537	0	50.000	0.000
NC_037661.1||full	0.753	1.000	1.000	ssDNA	2872	0	100.000	0.000
NC_037662.1||full	0.633	0.827	0.827	ssDNA	2738	0	50.000	0.000
NC_049396.1||full	1.000	0.127	1.000	dsDNAphage	156545	42	95.600	0.000
NC_047983.1||full	0.993	0.013	0.993	dsDNAphage	43413	8	43.800	1.600
NC_049425.1||full	1.000	0.313	1.000	dsDNAphage	29031	15	94.500	0.000
NC_049426.1||full	1.000	0.333	1.000	dsDNAphage	28633	15	94.400	0.000
NC_055050.1||full	0.993	0.047	0.993	dsDNAphage	29949	16	59.600	1.800
NC_047985.1||full	1.000	0.273	1.000	dsDNAphage	49422	15	77.500	0.000
NC_047986.1||full	1.000	0.067	1.000	dsDNAphage	56180	9	36.700	1.300
NC_047987.1||full	0.993	0.113	0.993	dsDNAphage	55472	9	31.600	0.000
NC_047988.1||full	1.000	0.127	1.000	dsDNAphage	54100	8	33.700	0.000
NC_047989.1||full	1.000	0.100	1.000	dsDNAphage	54151	8	34.500	0.000
NC_047990.1||full	1.000	0.153	1.000	dsDNAphage	66953	9	46.000	1.100
NC_048708.1||full	1.000	0.407	1.000	dsDNAphage	45288	14	89.100	0.000
NC_047991.1||full	1.000	0.133	1.000	dsDNAphage	43648	9	38.800	0.000
NC_047992.1||full	0.973	0.020	0.973	dsDNAphage	47762	8	31.600	2.600
NC_047993.1||full	1.000	0.120	1.000	dsDNAphage	53501	8	33.300	0.000
NC_051674.1||full	1.000	0.360	1.000	dsDNAphage	53513	16	87.900	0.000
NC_055748.1||full	1.000	0.313	1.000	dsDNAphage	166088	45	80.100	0.000
NC_054656.1||full	1.000	0.233	1.000	dsDNAphage	49132	12	78.900	1.300
NC_055749.1||full	1.000	0.120	1.000	dsDNAphage	168692	47	94.800	0.400
NC_047994.1||full	1.000	0.120	1.000	dsDNAphage	150909	20	58.700	0.400
NC_047995.1||full	1.000	0.060	1.000	dsDNAphage	266524	15	35.700	0.600
NC_047996.1||full	1.000	0.133	1.000	dsDNAphage	49370	16	88.200	0.000
NC_052972.1||full	1.000	0.020	1.000	dsDNAphage	58299	14	47.700	2.300
NC_049435.1||full	1.000	0.127	1.000	dsDNAphage	74313	6	77.400	0.000
NC_052970.1||full	1.000	0.020	1.000	dsDNAphage	58330	14	47.700	2.300
NC_052971.1||full	1.000	0.020	1.000	dsDNAphage	58266	14	47.700	2.300
NC_052969.1||full	1.000	0.100	1.000	dsDNAphage	60454	14	48.300	1.100
NC_054998.1||full	1.000	0.107	1.000	dsDNAphage	21602	6	69.400	0.000
NC_054996.1||full	1.000	0.120	1.000	dsDNAphage	21570	6	75.000	0.000
NC_054997.1||full	1.000	0.127	1.000	dsDNAphage	21299	6	73.000	0.000
NC_054992.1||full	1.000	0.107	1.000	dsDNAphage	21455	7	73.000	0.000
NC_054994.1||full	1.000	0.100	1.000	dsDNAphage	21161	6	73.000	0.000
NC_054993.1||full	1.000	0.093	1.000	dsDNAphage	21840	7	73.000	0.000
NC_054990.1||full	1.000	0.140	1.000	dsDNAphage	22031	6	68.400	0.000
NC_047998.1||full	0.993	0.120	0.993	dsDNAphage	50246	15	89.600	0.000
NC_048674.1||full	1.000	0.260	1.000	dsDNAphage	229892	40	82.100	0.000
NC_055712.1||full	1.000	0.220	1.000	dsDNAphage	171594	42	92.900	0.000
NC_054936.1||full	1.000	0.267	1.000	dsDNAphage	169804	45	95.900	0.000
NC_054909.1||full	1.000	0.247	1.000	dsDNAphage	168794	45	95.900	0.000
NC_054911.1||full	1.000	0.220	1.000	dsDNAphage	168635	45	96.300	0.000
NC_055727.1||full	1.000	0.113	1.000	dsDNAphage	163466	50	70.200	0.800
NC_047999.1||full	1.000	0.140	1.000	dsDNAphage	110001	14	90.400	0.000
NC_048000.1||full	1.000	0.140	1.000	dsDNAphage	111557	15	88.900	0.000
NC_048001.1||full	1.000	0.187	1.000	dsDNAphage	109101	17	88.800	0.000
NC_049371.1||full	1.000	0.127	1.000	dsDNAphage	76464	5	71.200	0.000
NC_042351.1||full	1.000	0.000	1.000	dsDNAphage	51918	5	30.900	4.400
NC_043469.1||full	1.000	0.180	1.000	dsDNAphage	51263	16	72.800	0.000
NC_042353.1||full	0.993	0.000	0.993	dsDNAphage	50671	6	23.800	4.800
NC_048633.1||full	1.000	0.033	1.000	dsDNAphage	44257	12	65.600	6.200
NC_055037.1||full	1.000	0.207	1.000	dsDNAphage	38677	11	51.700	0.000
NC_042135.1||full	0.993	0.053	0.993	dsDNAphage	38138	15	71.400	3.600
NC_052445.1||full	1.000	0.473	1.000	dsDNAphage	50237	23	93.000	0.000
NC_052447.1||full	1.000	0.487	1.000	dsDNAphage	48788	22	95.100	0.000
NC_051706.1||full	1.000	0.233	1.000	dsDNAphage	59359	16	87.300	0.000
NC_051694.1||full	1.000	0.400	1.000	dsDNAphage	58187	16	91.000	0.000
NC_051643.1||full	0.993	0.293	0.993	dsDNAphage	55541	17	86.800	1.100
NC_052939.1||full	0.973	0.007	0.973	dsDNAphage	17375	6	48.000	12.000
NC_052441.1||full	1.000	0.493	1.000	dsDNAphage	50136	23	92.000	0.000
NC_048004.1||full	1.000	0.147	1.000	dsDNAphage	38818	14	94.000	0.000
NC_051640.1||full	1.000	0.380	1.000	dsDNAphage	53012	16	92.000	0.000
NC_052450.1||full	1.000	0.453	1.000	dsDNAphage	50747	23	95.200	0.000
NC_052937.1||full	0.960	0.013	0.960	dsDNAphage	17273	6	48.000	12.000
NC_048005.1||full	1.000	0.127	1.000	dsDNAphage	112572	14	90.900	0.000
NC_048006.1||full	1.000	0.167	1.000	dsDNAphage	110916	14	91.900	0.000
NC_048007.1||full	1.000	0.180	1.000	dsDNAphage	110654	14	90.700	0.000
NC_048008.1||full	1.000	0.187	1.000	dsDNAphage	111989	14	88.300	0.000
NC_048009.1||full	1.000	0.240	1.000	dsDNAphage	110081	15	90.600	0.000
NC_048010.1||full	1.000	0.153	1.000	dsDNAphage	116822	15	89.700	0.000
NC_048011.1||full	1.000	0.167	1.000	dsDNAphage	110916	14	91.900	0.000
NC_048012.1||full	1.000	0.147	1.000	dsDNAphage	111437	14	89.000	0.000
NC_054639.1||full	0.987	0.220	0.987	dsDNAphage	47344	12	67.500	0.000
NC_048013.1||full	1.000	0.180	1.000	dsDNAphage	112562	15	92.500	0.000
NC_051615.1||full	1.000	0.447	1.000	dsDNAphage	60357	12	79.800	0.000
NC_049437.1||full	1.000	0.147	1.000	dsDNAphage	156906	43	95.500	0.000
NC_048014.1||full	1.000	0.153	1.000	dsDNAphage	39171	11	92.000	0.000
NC_049431.1||full	1.000	0.073	1.000	dsDNAphage	76917	5	62.200	0.000
NC_048015.1||full	1.000	0.340	1.000	dsDNAphage	176475	36	98.200	0.000
NC_048016.1||full	0.987	0.060	0.987	dsDNAphage	244876	45	55.800	1.100
NC_054964.1||full	1.000	0.020	1.000	dsDNAphage	61126	9	66.700	2.400
NC_048707.1||full	1.000	0.053	1.000	dsDNAphage	17565	5	68.200	4.500
NC_055750.1||full	1.000	0.313	1.000	dsDNAphage	64718	15	84.100	0.000
NC_053241.1||full	1.000	0.087	1.000	dsDNAphage	57258	13	33.300	0.000
NC_052459.1||full	1.000	0.547	1.000	dsDNAphage	52087	23	97.700	0.000
NC_054428.1||full	1.000	0.020	1.000	dsDNAphage	43805	7	40.000	1.700
NC_055751.1||full	1.000	0.020	1.000	dsDNAphage	58570	11	36.300	1.100
NC_055752.1||full	1.000	0.033	1.000	dsDNAphage	58630	12	38.200	1.100
NC_055753.1||full	0.987	0.020	0.987	dsDNAphage	58579	13	39.500	1.200
NC_051588.1||full	1.000	0.420	1.000	dsDNAphage	60305	12	62.100	0.000
NC_048017.1||full	1.000	0.087	1.000	dsDNAphage	40417	7	39.700	0.000
NC_054787.1||full	1.000	0.293	1.000	dsDNAphage	51643	18	84.900	1.200
NC_048018.1||full	1.000	0.040	1.000	dsDNAphage	52060	10	44.800	2.100
NC_055754.1||full	1.000	0.013	1.000	dsDNAphage	52445	8	39.300	2.400
NC_055755.1||full	1.000	0.087	1.000	dsDNAphage	66852	13	58.400	1.100
NC_048019.1||full	0.987	0.013	0.987	dsDNAphage	51086	9	46.600	4.100
NC_052455.1||full	1.000	0.460	1.000	dsDNAphage	50353	23	95.300	0.000
NC_055758.1||full	1.000	0.253	1.000	dsDNAphage	63062	13	65.200	1.100
NC_054431.1||full	0.973	0.000	0.973	dsDNAphage	17377	6	48.000	12.000
NC_051597.1||full	1.000	0.213	1.000	dsDNAphage	63693	10	72.700	1.100
NC_052416.1||full	1.000	0.480	1.000	dsDNAphage	51969	23	91.300	0.000
NC_053510.1||full	1.000	0.333	1.000	dsDNAphage	69285	13	87.500	1.000
NC_052463.1||full	1.000	0.500	1.000	dsDNAphage	49235	22	94.300	0.000
NC_055759.1||full	0.993	0.393	0.993	dsDNAphage	72393	17	69.400	0.000
NC_052449.1||full	1.000	0.567	1.000	dsDNAphage	49551	23	93.700	0.000
NC_051680.1||full	1.000	0.420	1.000	dsDNAphage	56891	17	92.600	0.000
NC_051675.1||full	0.993	0.460	0.993	dsDNAphage	53055	18	95.500	0.000
NC_048020.1||full	1.000	0.127	1.000	dsDNAphage	52884	8	34.900	0.000
NC_051664.1||full	1.000	0.227	1.000	dsDNAphage	57845	16	89.900	1.000
NC_048021.1||full	0.987	0.027	0.987	dsDNAphage	88833	12	34.600	4.400
NC_048726.1||full	1.000	0.333	1.000	dsDNAphage	152688	30	63.900	0.000
NC_048022.1||full	1.000	0.507	1.000	dsDNAphage	30914	8	68.200	0.000
NC_054146.1||full	1.000	0.073	1.000	dsDNAphage	44369	16	65.600	4.700
NC_048024.1||full	1.000	0.293	1.000	dsDNAphage	48588	15	78.100	0.000
NC_054985.1||full	0.960	0.027	0.960	dsDNAphage	40387	11	55.900	5.900
NC_048714.1||full	1.000	0.033	1.000	dsDNAphage	43023	14	62.500	3.100
NC_048715.1||full	0.993	0.020	0.993	dsDNAphage	40573	12	53.600	5.800
NC_048716.1||full	1.000	0.020	1.000	dsDNAphage	37844	13	58.700	6.300
NC_055028.1||full	0.980	0.013	0.980	dsDNAphage	54894	8	47.000	2.400
NC_048717.1||full	0.993	0.027	0.993	dsDNAphage	38572	13	63.500	3.200
NC_048718.1||full	1.000	0.007	1.000	dsDNAphage	38423	13	59.000	3.300
NC_049438.1||full	1.000	0.227	1.000	dsDNAphage	165854	43	81.500	0.000
NC_048025.1||full	1.000	0.087	1.000	dsDNAphage	40387	12	84.300	0.000
NC_055030.1||full	0.987	0.073	0.987	dsDNAphage	55887	8	41.600	1.100
NC_055029.1||full	0.993	0.080	0.993	dsDNAphage	54905	8	41.400	1.100
NC_054906.1||full	0.993	0.287	0.993	dsDNAphage	166666	47	96.200	0.000
NC_055031.1||full	1.000	0.067	1.000	dsDNAphage	49661	8	44.200	1.300
NC_049403.1||full	1.000	0.180	1.000	dsDNAphage	31782	16	91.400	0.000
NC_049415.1||full	1.000	0.167	1.000	dsDNAphage	30347	17	90.600	0.000
NC_049397.1||full	0.993	0.233	0.993	dsDNAphage	31560	14	87.300	0.000
NC_049398.1||full	0.993	0.200	0.993	dsDNAphage	28452	14	90.400	0.000
NC_049399.1||full	0.993	0.227	0.993	dsDNAphage	29761	13	81.200	0.000
NC_049400.1||full	1.000	0.180	1.000	dsDNAphage	30224	15	92.600	0.000
NC_049401.1||full	0.993	0.227	0.993	dsDNAphage	27948	13	87.700	0.000
NC_049402.1||full	1.000	0.153	1.000	dsDNAphage	31300	13	85.700	0.000
NC_049404.1||full	1.000	0.260	1.000	dsDNAphage	30621	15	94.800	0.000
NC_049405.1||full	0.993	0.173	0.993	dsDNAphage	32263	13	79.700	0.000
NC_049406.1||full	0.993	0.180	0.993	dsDNAphage	31060	14	87.300	0.000
NC_049407.1||full	1.000	0.173	1.000	dsDNAphage	30476	14	91.200	0.000
NC_049408.1||full	0.987	0.233	0.987	dsDNAphage	30662	13	89.800	0.000
NC_049409.1||full	1.000	0.180	1.000	dsDNAphage	30268	14	92.300	0.000
NC_049410.1||full	1.000	0.233	1.000	dsDNAphage	27625	15	93.900	0.000
NC_049411.1||full	1.000	0.127	1.000	dsDNAphage	30466	15	83.300	0.000
NC_049412.1||full	1.000	0.153	1.000	dsDNAphage	31173	13	87.500	0.000
NC_049413.1||full	1.000	0.247	1.000	dsDNAphage	28990	14	94.600	0.000
NC_049414.1||full	1.000	0.233	1.000	dsDNAphage	25825	12	96.000	0.000
NC_048678.1||full	1.000	0.087	1.000	dsDNAphage	48231	3	25.300	1.200
NC_048679.1||full	1.000	0.080	1.000	dsDNAphage	47809	3	25.300	1.300
NC_061434.1||full	1.000	0.240	1.000	dsDNAphage	36795	15	94.600	0.000
NC_061432.1||full	1.000	0.067	1.000	dsDNAphage	45944	15	80.300	7.600
NC_051665.1||full	1.000	0.467	1.000	dsDNAphage	58546	17	91.400	0.000
NC_051580.1||full	0.987	0.287	0.987	dsDNAphage	69372	16	62.600	0.000
NC_048027.1||full	0.993	0.007	0.993	dsDNAphage	65712	10	30.000	2.500
NC_048028.1||full	0.993	0.013	0.993	dsDNAphage	66837	10	29.800	2.500
NC_048029.1||full	0.993	0.040	0.993	dsDNAphage	43073	7	58.800	2.000
NC_049951.1||full	0.993	0.020	0.993	dsDNAphage	41221	18	72.200	9.300
NC_048725.1||full	1.000	0.133	1.000	dsDNAphage	42200	12	72.700	0.000
NC_055761.1||full	0.993	0.160	0.993	dsDNAphage	144310	25	88.700	0.000
NC_054716.1||full	1.000	0.180	1.000	dsDNAphage	160316	27	72.400	0.900
NC_048030.1||full	1.000	0.473	1.000	dsDNAphage	10310	4	100.000	0.000
NC_048031.1||full	0.993	0.353	0.993	dsDNAphage	20233	4	100.000	0.000
NC_048032.1||full	1.000	0.733	1.000	dsDNAphage	14119	1	90.900	0.000
NC_048033.1||full	1.000	0.353	1.000	dsDNAphage	14699	4	95.800	0.000
NC_048034.1||full	1.000	0.567	1.000	dsDNAphage	27770	7	90.500	0.000
NC_048035.1||full	1.000	0.247	1.000	dsDNAphage	43235	8	65.300	0.000
NC_048036.1||full	1.000	0.240	1.000	dsDNAphage	43568	9	64.700	0.000
NC_048037.1||full	0.713	0.260	0.713	dsDNAphage	32612	0	19.400	0.000
NC_048709.1||full	1.000	0.160	1.000	dsDNAphage	147823	29	43.900	0.000
NC_052412.1||full	1.000	0.480	1.000	dsDNAphage	50413	23	90.000	0.000
NC_054450.1||full	1.000	0.100	1.000	dsDNAphage	43773	16	79.700	2.900
